property_id,property_name,address,city,room_id,room_name,min_price,rack_rate,max_people,room_size_m2,image_url,description,use_on_website
286997,RixStay Apartments,Spāres iela 3,Rīga,600416,207,25,80,2,15,https://media.xmlcal.com/pic/p0028/6997/1.png; https://media.xmlcal.com/pic/p0028/6997/2.png; https://media.xmlcal.com/pic/p0028/6997/3.png; https://media.xmlcal.com/pic/p0028/6997/4.png; https://media.xmlcal.com/pic/p0028/6997/5.png; https://media.xmlcal.com/pic/p0028/6997/6.png; https://media.xmlcal.com/pic/p0028/6997/7.png; https://media.xmlcal.com/pic/p0028/6997/8.png; https://media.xmlcal.com/pic/p0028/6997/9.png; https://media.xmlcal.com/pic/p0028/6997/10.png; https://media.xmlcal.com/pic/p0028/6997/11.png; https://media.xmlcal.com/pic/p0028/6997/12.png; https://media.xmlcal.com/pic/p0028/6997/13.png; https://media.xmlcal.com/pic/p0028/6997/14.png; https://media.xmlcal.com/pic/p0028/6997/15.png,,YES
286997,RixStay Apartments,Spāres iela 3,Rīga,600425,106,25,90,2,15,https://media.xmlcal.com/pic/p0028/6997/1.png; https://media.xmlcal.com/pic/p0028/6997/2.png; https://media.xmlcal.com/pic/p0028/6997/3.png; https://media.xmlcal.com/pic/p0028/6997/4.png; https://media.xmlcal.com/pic/p0028/6997/5.png; https://media.xmlcal.com/pic/p0028/6997/6.png; https://media.xmlcal.com/pic/p0028/6997/7.png; https://media.xmlcal.com/pic/p0028/6997/8.png; https://media.xmlcal.com/pic/p0028/6997/9.png; https://media.xmlcal.com/pic/p0028/6997/10.png; https://media.xmlcal.com/pic/p0028/6997/11.png; https://media.xmlcal.com/pic/p0028/6997/12.png; https://media.xmlcal.com/pic/p0028/6997/13.png; https://media.xmlcal.com/pic/p0028/6997/14.png; https://media.xmlcal.com/pic/p0028/6997/15.png,,YES
286997,RixStay Apartments,Spāres iela 3,Rīga,600429,105 L,25,90,2,,https://media.xmlcal.com/pic/p0028/6997/1.png; https://media.xmlcal.com/pic/p0028/6997/2.png; https://media.xmlcal.com/pic/p0028/6997/3.png; https://media.xmlcal.com/pic/p0028/6997/4.png; https://media.xmlcal.com/pic/p0028/6997/5.png; https://media.xmlcal.com/pic/p0028/6997/6.png; https://media.xmlcal.com/pic/p0028/6997/7.png; https://media.xmlcal.com/pic/p0028/6997/8.png; https://media.xmlcal.com/pic/p0028/6997/9.png; https://media.xmlcal.com/pic/p0028/6997/10.png; https://media.xmlcal.com/pic/p0028/6997/11.png; https://media.xmlcal.com/pic/p0028/6997/12.png; https://media.xmlcal.com/pic/p0028/6997/13.png; https://media.xmlcal.com/pic/p0028/6997/14.png; https://media.xmlcal.com/pic/p0028/6997/15.png,,YES
286997,RixStay Apartments,Spāres iela 3,Rīga,600431,104,25,90,2,15,https://media.xmlcal.com/pic/p0028/6997/1.png; https://media.xmlcal.com/pic/p0028/6997/2.png; https://media.xmlcal.com/pic/p0028/6997/3.png; https://media.xmlcal.com/pic/p0028/6997/4.png; https://media.xmlcal.com/pic/p0028/6997/5.png; https://media.xmlcal.com/pic/p0028/6997/6.png; https://media.xmlcal.com/pic/p0028/6997/7.png; https://media.xmlcal.com/pic/p0028/6997/8.png; https://media.xmlcal.com/pic/p0028/6997/9.png; https://media.xmlcal.com/pic/p0028/6997/10.png; https://media.xmlcal.com/pic/p0028/6997/11.png; https://media.xmlcal.com/pic/p0028/6997/12.png; https://media.xmlcal.com/pic/p0028/6997/13.png; https://media.xmlcal.com/pic/p0028/6997/14.png; https://media.xmlcal.com/pic/p0028/6997/15.png,,YES
286997,RixStay Apartments,Spāres iela 3,Rīga,600433,103,25,90,2,15,https://media.xmlcal.com/pic/p0028/6997/1.png; https://media.xmlcal.com/pic/p0028/6997/2.png; https://media.xmlcal.com/pic/p0028/6997/3.png; https://media.xmlcal.com/pic/p0028/6997/4.png; https://media.xmlcal.com/pic/p0028/6997/5.png; https://media.xmlcal.com/pic/p0028/6997/6.png; https://media.xmlcal.com/pic/p0028/6997/7.png; https://media.xmlcal.com/pic/p0028/6997/8.png; https://media.xmlcal.com/pic/p0028/6997/9.png; https://media.xmlcal.com/pic/p0028/6997/10.png; https://media.xmlcal.com/pic/p0028/6997/11.png; https://media.xmlcal.com/pic/p0028/6997/12.png; https://media.xmlcal.com/pic/p0028/6997/13.png; https://media.xmlcal.com/pic/p0028/6997/14.png; https://media.xmlcal.com/pic/p0028/6997/15.png,,YES
286997,RixStay Apartments,Spāres iela 3,Rīga,600435,102 L,25,90,2,15,https://media.xmlcal.com/pic/p0028/6997/1.png; https://media.xmlcal.com/pic/p0028/6997/2.png; https://media.xmlcal.com/pic/p0028/6997/3.png; https://media.xmlcal.com/pic/p0028/6997/4.png; https://media.xmlcal.com/pic/p0028/6997/5.png; https://media.xmlcal.com/pic/p0028/6997/6.png; https://media.xmlcal.com/pic/p0028/6997/7.png; https://media.xmlcal.com/pic/p0028/6997/8.png; https://media.xmlcal.com/pic/p0028/6997/9.png; https://media.xmlcal.com/pic/p0028/6997/10.png; https://media.xmlcal.com/pic/p0028/6997/11.png; https://media.xmlcal.com/pic/p0028/6997/12.png; https://media.xmlcal.com/pic/p0028/6997/13.png; https://media.xmlcal.com/pic/p0028/6997/14.png; https://media.xmlcal.com/pic/p0028/6997/15.png,,YES
286997,RixStay Apartments,Spāres iela 3,Rīga,600460,Private And Peaceful Studio Stay,25,90,2,,https://media.xmlcal.com/pic/p0028/6997/1.png; https://media.xmlcal.com/pic/p0028/6997/2.png; https://media.xmlcal.com/pic/p0028/6997/3.png; https://media.xmlcal.com/pic/p0028/6997/4.png; https://media.xmlcal.com/pic/p0028/6997/5.png; https://media.xmlcal.com/pic/p0028/6997/6.png; https://media.xmlcal.com/pic/p0028/6997/7.png; https://media.xmlcal.com/pic/p0028/6997/8.png; https://media.xmlcal.com/pic/p0028/6997/9.png; https://media.xmlcal.com/pic/p0028/6997/10.png; https://media.xmlcal.com/pic/p0028/6997/11.png; https://media.xmlcal.com/pic/p0028/6997/12.png; https://media.xmlcal.com/pic/p0028/6997/13.png; https://media.xmlcal.com/pic/p0028/6997/14.png; https://media.xmlcal.com/pic/p0028/6997/15.png,,YES
290241,Marijas iela 14 - 28,Marijas iela 14,Riga,607012,Stylish Studio Gateway I Queen Bed & Relaxing,0,90,2,,,,YES
292204,E. B. Upīša iela 20A - 17A,Ernesta Birznieka-Upīša iela 20a,Riga,610681,Design Studio Riga | Double Bed & Quiet Yard View,25,90,2,22,,,YES
294006,Gustava Zemgala Gatve 80,Gustava Zemgala gatve 80,Riga,614849,Balcony Bliss | Brand New 1BR | Sleek & Comfy,35,100,4,63,,,YES
303689,Marijas iela 14-3,Marijas iela 14,Riga,632944,Urban Chic Studio I New & Modern I Design Bed,25,65,2,18,,,YES
305893,Ģenerāļa Radziņa krastmala 17,Ģenerāļa Radziņa krastmala 17,Riga,637377,Panoramic River ViewISpacious Modern 2BR Apartment,35,120,7,85,,,YES
323663,Lāčplēša iela 13-46,Lāčplēša iela 13,Riga,672382,Apartment with a good mood in Riga Centre,30,70,2,18,,,YES
334730,Blaumaņa iela 9-42,Blaumaņa iela 9,Riga,692952,Martina Cozy Blaumana Apartment,35,70,4,43,,,YES
335368,A. Kalniņa iela 1-44,Alfrēda Kalniņa iela 1,Riga,693943,Kalnina Residence / Walk to Old Town,30,75,2,,,,YES
340239,Avotu iela 7,Avotu iela 7,Riga,703324,A7 Harmony Apartment I 2BR in City Centre,0,120,6,,,,YES
